client_id,day1_v_avg,day1_i_std,day1_t_max,day1_r_int,day2_v_avg,day2_i_std,day2_t_max,day2_r_int,day3_v_avg,day3_i_std,day3_t_max,day3_r_int,day4_v_avg,day4_i_std,day4_t_max,day4_r_int,day5_v_avg,day5_i_std,day5_t_max,day5_r_int,day6_v_avg,day6_i_std,day6_t_max,day6_r_int,day7_v_avg,day7_i_std,day7_t_max,day7_r_int,soh
113,12.7,0.81,28.61,0.0157,12.7,0.73,29.87,0.013,12.67,0.89,38.61,0.0156,12.65,0.8,27.94,0.013,12.7,0.62,28.45,0.0146,12.64,0.33,30.77,0.013,12.69,0.56,32.27,0.014,91.5
114,12.7,0.81,30.04,0.0138,12.62,0.81,32.53,0.013,12.6,0.78,40.43,0.013,12.69,0.59,29.91,0.013,12.59,0.62,32.73,0.013,12.64,0.84,33.35,0.013,12.62,0.32,34.45,0.0141,91.5
115,12.69,0.32,28.1,0.0131,12.7,0.73,29.01,0.013,12.68,0.78,41.99,0.015,12.69,0.38,32.38,0.0172,12.7,0.52,29.76,0.013,12.58,0.86,34.48,0.0183,12.66,0.38,29.19,0.0171,91.5
116,12.7,0.45,33.16,0.0139,12.7,0.54,30.85,0.0155,12.64,0.34,38.81,0.013,12.68,0.38,29.0,0.013,12.7,0.36,32.96,0.0151,12.7,0.41,30.9,0.0165,12.66,0.7,27.56,0.0159,91.5
117,12.7,0.67,31.09,0.0151,12.66,0.51,28.1,0.013,12.66,0.39,40.2,0.013,12.65,0.58,30.14,0.0172,12.56,0.53,29.22,0.013,12.64,0.82,29.97,0.013,12.67,0.73,30.99,0.015,91.5
118,12.64,0.78,34.44,0.013,12.67,0.53,27.88,0.013,12.68,0.89,41.93,0.013,12.6,0.54,30.2,0.0226,12.55,0.65,34.46,0.0134,12.51,0.51,27.6,0.013,12.64,0.49,34.55,0.0148,91.5
119,12.7,0.35,28.73,0.013,12.7,0.79,29.87,0.013,12.7,0.63,41.72,0.013,12.6,0.5,34.44,0.013,12.59,0.42,31.72,0.0203,12.69,0.44,29.35,0.0228,12.66,0.62,27.75,0.013,91.5
120,12.7,0.85,32.43,0.0159,12.69,0.45,32.78,0.0238,12.7,0.62,39.45,0.0237,12.7,0.44,32.19,0.013,12.66,0.69,32.75,0.0169,12.63,0.55,34.05,0.013,12.6,0.85,28.5,0.0151,91.5
121,12.7,0.65,34.84,0.013,12.7,0.33,31.22,0.013,12.68,0.83,38.43,0.013,12.7,0.76,34.04,0.016,12.59,0.36,33.58,0.0218,12.7,0.47,33.56,0.013,12.61,0.9,34.62,0.0137,91.5
122,12.65,0.54,32.31,0.013,12.64,0.43,32.02,0.013,12.7,0.39,38.12,0.013,12.6,0.52,27.53,0.0143,12.63,0.51,28.43,0.0216,12.59,0.74,32.52,0.0167,12.6,0.63,28.79,0.0135,91.5
123,12.7,0.53,27.62,0.0139,12.7,0.84,30.17,0.013,12.69,0.81,41.96,0.0133,12.63,0.89,28.99,0.013,12.59,0.42,30.34,0.0211,12.68,0.41,33.11,0.0135,12.68,0.74,31.5,0.025,91.5
124,12.63,0.42,31.81,0.013,12.68,0.6,31.62,0.015,12.7,0.66,38.91,0.015,12.67,0.57,29.58,0.0169,12.59,0.46,27.67,0.013,12.52,0.45,28.82,0.013,12.64,0.38,32.08,0.025,91.5
125,12.7,0.82,28.39,0.013,12.7,0.53,30.81,0.013,12.58,0.43,39.09,0.013,12.67,0.53,27.55,0.0157,12.6,0.65,29.14,0.0159,12.62,0.55,31.62,0.015,12.56,0.7,34.18,0.016,91.5
126,12.7,0.83,27.25,0.022,12.67,0.43,30.17,0.0202,12.7,0.41,38.54,0.0142,12.68,0.54,28.59,0.013,12.63,0.72,32.98,0.015,12.52,0.38,33.07,0.0157,12.6,0.32,27.96,0.013,91.5
127,12.65,0.52,29.69,0.0207,12.68,0.4,27.27,0.025,12.63,0.87,42.2,0.0189,12.66,0.83,29.75,0.013,12.7,0.43,33.53,0.0139,12.6,0.49,28.19,0.0182,12.63,0.73,30.99,0.013,91.5
128,12.67,0.9,29.16,0.013,12.69,0.68,33.7,0.0189,12.63,0.36,41.14,0.0167,12.61,0.3,34.9,0.013,12.65,0.79,32.24,0.013,12.56,0.34,29.8,0.013,12.59,0.48,30.9,0.0247,91.5
129,12.7,0.87,33.35,0.018,12.66,0.73,34.65,0.0137,12.69,0.89,40.8,0.025,12.69,0.54,29.68,0.015,12.62,0.79,32.98,0.0203,12.56,0.9,30.85,0.0202,12.6,0.35,27.73,0.013,91.5
130,12.67,0.53,29.93,0.0182,12.7,0.47,31.17,0.013,12.63,0.4,41.49,0.0144,12.69,0.71,31.96,0.0169,12.59,0.54,27.7,0.013,12.67,0.79,31.99,0.013,12.54,0.74,34.56,0.013,91.5
131,12.62,0.72,32.87,0.0154,12.63,0.81,30.61,0.013,12.63,0.32,40.7,0.013,12.62,0.81,32.13,0.013,12.63,0.6,27.25,0.0163,12.67,0.3,27.25,0.0151,12.7,0.3,29.81,0.0147,91.5
132,12.7,0.54,27.03,0.013,12.7,0.85,33.08,0.013,12.7,0.71,40.07,0.0145,12.7,0.49,28.39,0.013,12.68,0.67,31.89,0.0154,12.59,0.63,29.21,0.013,12.58,0.9,31.95,0.013,91.5
133,12.65,0.6,27.16,0.0161,12.7,0.61,27.1,0.013,12.7,0.58,39.12,0.013,12.51,0.64,27.97,0.013,12.67,0.5,31.95,0.013,12.7,0.69,34.36,0.019,12.59,0.52,32.23,0.013,91.5
134,12.7,0.35,27.22,0.017,12.7,0.74,28.14,0.0159,12.66,0.44,40.88,0.0182,12.64,0.68,34.18,0.013,12.6,0.33,34.98,0.013,12.7,0.55,29.45,0.013,12.7,0.64,31.56,0.0185,91.5
135,12.65,0.77,28.69,0.0162,12.56,0.73,29.22,0.013,12.65,0.69,41.87,0.013,12.7,0.76,28.36,0.0152,12.6,0.78,33.34,0.0165,12.57,0.49,33.29,0.013,12.57,0.31,28.27,0.0137,91.5
136,12.7,0.35,30.01,0.013,12.6,0.53,27.68,0.013,12.64,0.39,38.4,0.0154,12.7,0.55,31.55,0.013,12.64,0.78,29.89,0.0143,12.56,0.65,29.55,0.013,12.6,0.78,32.22,0.013,91.5
137,12.66,0.77,31.84,0.0232,12.66,0.46,27.37,0.0145,12.52,0.35,37.92,0.013,12.68,0.85,30.56,0.0202,12.68,0.44,27.97,0.0169,12.7,0.72,30.01,0.0184,12.56,0.55,34.79,0.0133,91.5
138,12.68,0.82,34.95,0.025,12.7,0.41,34.6,0.0179,12.7,0.59,39.24,0.013,12.69,0.57,30.96,0.0158,12.68,0.59,30.04,0.0175,12.6,0.72,30.87,0.013,12.7,0.51,32.13,0.0216,91.5
139,12.7,0.42,29.79,0.013,12.67,0.46,28.41,0.0225,12.68,0.57,38.97,0.013,12.68,0.34,33.48,0.0229,12.62,0.42,27.49,0.013,12.7,0.9,27.67,0.013,12.63,0.71,32.53,0.013,91.5
140,12.64,0.51,27.56,0.0156,12.67,0.57,31.74,0.013,12.64,0.42,38.68,0.0179,12.66,0.61,33.78,0.013,12.58,0.88,27.73,0.013,12.6,0.61,30.35,0.0219,12.65,0.42,27.15,0.0224,91.5
141,12.7,0.66,28.6,0.0232,12.69,0.9,31.31,0.023,12.7,0.5,39.18,0.013,12.69,0.6,31.26,0.0139,12.69,0.62,32.57,0.019,12.62,0.63,28.01,0.013,12.68,0.57,32.87,0.013,91.5
142,12.7,0.55,34.25,0.018,12.64,0.43,29.24,0.02,12.57,0.7,38.22,0.013,12.66,0.67,31.13,0.0143,12.7,0.42,34.5,0.0178,12.59,0.3,33.12,0.0138,12.63,0.54,31.08,0.013,91.5
143,12.62,0.51,32.54,0.0181,12.7,0.76,32.22,0.0171,12.7,0.87,41.56,0.0208,12.7,0.74,33.43,0.013,12.6,0.36,28.1,0.013,12.67,0.3,32.0,0.013,12.7,0.8,30.96,0.013,91.5
144,12.7,0.58,33.41,0.013,12.7,0.39,29.58,0.013,12.62,0.83,40.67,0.013,12.63,0.35,34.13,0.013,12.52,0.78,33.82,0.0194,12.62,0.66,27.74,0.013,12.65,0.77,31.79,0.0188,91.5
145,12.7,0.54,27.93,0.017,12.7,0.82,30.7,0.013,12.7,0.44,39.74,0.017,12.67,0.82,33.33,0.013,12.59,0.9,29.45,0.013,12.7,0.76,30.87,0.013,12.63,0.49,34.83,0.013,91.5
146,12.7,0.3,28.07,0.0142,12.7,0.59,30.05,0.0184,12.7,0.55,40.43,0.013,12.6,0.33,27.24,0.013,12.62,0.84,31.94,0.013,12.61,0.62,31.34,0.0207,12.63,0.48,28.19,0.013,91.5
147,12.64,0.3,27.96,0.0169,12.67,0.55,34.27,0.013,12.61,0.34,38.07,0.0181,12.61,0.78,34.22,0.013,12.69,0.52,30.1,0.013,12.58,0.32,29.76,0.013,12.64,0.56,31.93,0.0226,91.5
148,12.63,0.4,33.88,0.013,12.69,0.54,34.53,0.013,12.7,0.45,38.14,0.013,12.67,0.43,30.89,0.013,12.67,0.66,31.28,0.0152,12.59,0.9,33.31,0.013,12.63,0.7,34.64,0.013,91.5
149,12.7,0.79,28.62,0.013,12.64,0.4,29.9,0.013,12.7,0.77,38.98,0.0189,12.62,0.52,34.24,0.0172,12.59,0.38,32.13,0.0196,12.64,0.79,34.23,0.013,12.58,0.79,31.65,0.013,91.5
150,12.7,0.83,32.2,0.013,12.62,0.77,29.01,0.013,12.64,0.85,41.94,0.0193,12.67,0.9,33.56,0.0175,12.7,0.36,31.87,0.013,12.65,0.81,33.85,0.013,12.59,0.9,34.3,0.014,91.5
151,12.7,0.49,31.15,0.013,12.69,0.76,32.96,0.0184,12.7,0.66,41.19,0.013,12.57,0.6,28.27,0.0147,12.7,0.73,31.3,0.0147,12.7,0.86,31.06,0.0186,12.62,0.45,33.95,0.013,91.5
152,12.7,0.6,31.33,0.013,12.69,0.85,29.45,0.013,12.7,0.34,41.25,0.0165,12.59,0.45,32.01,0.013,12.59,0.58,30.51,0.013,12.7,0.88,34.22,0.0198,12.62,0.44,30.79,0.0166,91.5
153,12.67,0.33,28.49,0.013,12.7,0.6,30.85,0.025,12.7,0.78,39.7,0.0197,12.66,0.45,29.31,0.013,12.59,0.39,27.16,0.013,12.61,0.37,31.65,0.0156,12.65,0.33,27.6,0.013,91.5
154,12.7,0.58,32.1,0.013,12.7,0.41,31.37,0.013,12.64,0.69,41.67,0.013,12.58,0.79,29.76,0.013,12.7,0.44,31.08,0.0229,12.54,0.44,31.02,0.0133,12.55,0.76,33.29,0.013,91.5
155,12.7,0.39,27.34,0.013,12.7,0.78,34.85,0.013,12.7,0.85,39.59,0.013,12.64,0.44,30.07,0.013,12.55,0.53,28.62,0.013,12.59,0.56,32.75,0.0186,12.65,0.38,27.38,0.013,91.5
156,12.66,0.62,34.96,0.013,12.7,0.8,30.09,0.0133,12.64,0.63,40.99,0.013,12.66,0.58,34.85,0.0208,12.59,0.62,30.27,0.013,12.66,0.42,33.25,0.013,12.58,0.47,29.38,0.013,91.5
157,12.7,0.88,27.13,0.013,12.67,0.86,30.35,0.0153,12.66,0.36,40.58,0.0145,12.67,0.52,29.05,0.0211,12.6,0.64,27.91,0.0144,12.62,0.87,31.58,0.0138,12.6,0.31,30.95,0.013,91.5
158,12.7,0.49,27.38,0.0156,12.68,0.77,27.58,0.0194,12.67,0.57,40.91,0.013,12.66,0.53,27.45,0.013,12.64,0.53,31.75,0.0164,12.62,0.83,32.43,0.0145,12.55,0.69,28.66,0.013,91.5
159,12.64,0.75,29.62,0.0143,12.7,0.4,32.4,0.0135,12.69,0.48,39.41,0.013,12.65,0.48,32.49,0.013,12.61,0.44,34.77,0.0249,12.68,0.44,28.7,0.0132,12.67,0.76,33.57,0.0148,91.5
160,12.7,0.32,33.75,0.013,12.63,0.65,28.48,0.0139,12.65,0.31,39.7,0.013,12.68,0.33,33.75,0.018,12.62,0.31,30.77,0.017,12.62,0.57,28.0,0.017,12.63,0.71,27.45,0.013,91.5
161,12.65,0.63,29.05,0.0196,12.7,0.58,31.9,0.0135,12.66,0.38,39.15,0.0158,12.58,0.42,29.87,0.0183,12.59,0.53,31.31,0.0133,12.64,0.53,27.12,0.013,12.68,0.69,32.37,0.0188,91.5
162,12.7,0.31,30.85,0.013,12.69,0.59,28.86,0.013,12.6,0.34,39.94,0.0163,12.7,0.58,30.76,0.0202,12.7,0.71,34.22,0.013,12.7,0.65,27.63,0.013,12.63,0.3,33.13,0.013,91.5
163,12.7,0.57,27.18,0.0189,12.69,0.43,34.53,0.0133,12.57,0.54,38.14,0.025,12.69,0.41,31.74,0.0139,12.69,0.85,30.79,0.0224,12.65,0.61,33.45,0.013,12.59,0.48,29.27,0.0186,91.5
164,12.66,0.46,27.64,0.0146,12.7,0.39,27.67,0.013,12.7,0.87,41.76,0.0168,12.64,0.84,27.13,0.0132,12.69,0.55,27.24,0.013,12.6,0.3,33.3,0.013,12.53,0.56,32.36,0.013,91.5
165,12.7,0.57,31.81,0.018,12.7,0.62,34.45,0.013,12.7,0.59,42.12,0.0202,12.7,0.55,29.2,0.025,12.64,0.7,28.88,0.0175,12.7,0.87,32.75,0.0178,12.57,0.66,30.27,0.0176,91.5
166,12.7,0.62,28.51,0.0139,12.7,0.83,31.38,0.013,12.7,0.72,38.85,0.0134,12.68,0.52,32.93,0.0166,12.58,0.7,29.63,0.0132,12.68,0.46,28.39,0.0215,12.58,0.81,32.38,0.0161,91.5
167,12.7,0.49,32.58,0.0158,12.67,0.34,34.49,0.013,12.68,0.74,39.47,0.0156,12.7,0.9,29.53,0.0136,12.62,0.49,31.44,0.0174,12.55,0.55,31.85,0.0161,12.65,0.67,28.0,0.013,91.5
168,12.7,0.66,33.26,0.0179,12.7,0.44,30.85,0.0162,12.62,0.56,38.63,0.013,12.7,0.34,33.14,0.013,12.65,0.88,32.9,0.013,12.6,0.73,27.37,0.0162,12.59,0.74,34.33,0.0146,91.5
169,12.69,0.9,33.77,0.0225,12.61,0.73,27.36,0.0205,12.6,0.65,39.84,0.013,12.65,0.38,33.93,0.0156,12.62,0.37,34.08,0.0188,12.7,0.42,27.44,0.013,12.7,0.49,31.96,0.013,91.5
170,12.66,0.6,28.06,0.0184,12.65,0.65,28.66,0.013,12.63,0.62,39.87,0.0158,12.61,0.51,32.72,0.014,12.7,0.35,31.47,0.0163,12.55,0.71,34.58,0.013,12.7,0.31,30.88,0.021,91.5
171,12.66,0.47,30.64,0.0152,12.66,0.57,29.73,0.013,12.69,0.62,41.22,0.0142,12.7,0.9,30.97,0.0136,12.67,0.89,32.18,0.0149,12.63,0.59,31.26,0.017,12.63,0.86,29.64,0.0139,91.5
172,12.66,0.46,34.62,0.013,12.65,0.33,34.5,0.013,12.63,0.63,40.22,0.013,12.66,0.55,34.46,0.0188,12.63,0.45,33.72,0.013,12.57,0.37,29.7,0.013,12.68,0.48,33.99,0.0149,91.5
173,12.7,0.78,33.15,0.013,12.6,0.6,33.14,0.0147,12.7,0.6,40.01,0.0189,12.65,0.64,29.81,0.0157,12.56,0.42,32.47,0.013,12.7,0.9,28.65,0.0138,12.6,0.63,27.9,0.013,91.5
174,12.7,0.65,27.98,0.013,12.7,0.76,31.76,0.013,12.7,0.82,40.08,0.013,12.62,0.9,34.94,0.015,12.62,0.84,33.64,0.0171,12.54,0.82,30.82,0.016,12.62,0.51,29.81,0.0141,91.5
175,12.7,0.62,31.04,0.013,12.7,0.3,30.51,0.0159,12.69,0.7,40.01,0.013,12.7,0.61,30.85,0.0144,12.7,0.67,33.92,0.0171,12.63,0.9,31.34,0.0172,12.68,0.74,34.76,0.013,91.5
176,12.7,0.44,34.3,0.013,12.65,0.3,30.63,0.013,12.59,0.52,38.14,0.013,12.61,0.74,28.91,0.018,12.66,0.59,29.81,0.013,12.65,0.66,29.38,0.0156,12.6,0.47,29.19,0.0157,91.5
177,12.7,0.55,30.54,0.013,12.7,0.75,32.35,0.0159,12.7,0.76,40.33,0.013,12.69,0.68,33.46,0.0151,12.67,0.54,31.27,0.0144,12.69,0.55,33.93,0.018,12.65,0.59,33.19,0.013,91.5
178,12.7,0.48,33.57,0.0163,12.68,0.55,32.78,0.013,12.7,0.43,41.57,0.013,12.7,0.87,34.91,0.0165,12.57,0.36,30.56,0.013,12.69,0.54,34.62,0.0152,12.57,0.52,27.26,0.0149,91.5
179,12.69,0.8,30.92,0.013,12.67,0.69,30.84,0.013,12.62,0.3,42.13,0.0135,12.64,0.66,32.21,0.013,12.69,0.67,32.92,0.0145,12.66,0.31,34.78,0.013,12.47,0.36,34.48,0.0175,91.5
180,12.7,0.88,27.88,0.0175,12.64,0.71,33.33,0.013,12.65,0.82,40.47,0.0135,12.66,0.72,29.5,0.013,12.66,0.71,28.19,0.015,12.67,0.52,33.56,0.0155,12.63,0.71,27.81,0.0211,91.5
181,12.7,0.31,28.18,0.0132,12.69,0.58,31.21,0.013,12.62,0.74,39.86,0.013,12.57,0.49,33.98,0.013,12.6,0.49,32.1,0.0196,12.64,0.65,30.77,0.013,12.56,0.59,30.66,0.025,91.5
182,12.66,0.65,27.29,0.0132,12.65,0.5,31.1,0.0158,12.68,0.45,39.63,0.013,12.6,0.76,34.14,0.013,12.62,0.77,30.17,0.021,12.61,0.7,27.18,0.013,12.61,0.73,27.13,0.013,91.5
183,12.65,0.38,28.51,0.0224,12.64,0.38,32.2,0.0188,12.7,0.31,38.19,0.013,12.7,0.3,31.11,0.0148,12.62,0.9,29.78,0.0163,12.65,0.45,34.66,0.0159,12.65,0.83,31.89,0.0187,91.5
184,12.7,0.6,34.02,0.0139,12.7,0.36,33.38,0.0132,12.67,0.75,38.72,0.013,12.59,0.53,27.15,0.013,12.69,0.41,30.11,0.013,12.7,0.89,30.27,0.013,12.66,0.8,34.71,0.0206,91.5
185,12.69,0.84,32.13,0.013,12.64,0.52,31.76,0.0148,12.7,0.74,41.0,0.013,12.66,0.59,27.78,0.0153,12.7,0.6,32.99,0.0163,12.7,0.5,27.04,0.013,12.51,0.88,34.0,0.02,91.5
186,12.7,0.58,32.94,0.0156,12.7,0.88,34.45,0.0162,12.7,0.54,41.94,0.0179,12.69,0.8,33.79,0.025,12.63,0.53,28.93,0.0185,12.54,0.78,31.68,0.0181,12.64,0.7,30.21,0.0151,91.5
187,12.7,0.54,31.95,0.022,12.65,0.3,34.04,0.013,12.6,0.32,38.51,0.013,12.62,0.45,29.43,0.0176,12.7,0.49,33.5,0.025,12.66,0.85,31.49,0.014,12.58,0.76,34.62,0.013,91.5
188,12.7,0.4,30.1,0.013,12.61,0.41,33.12,0.0196,12.68,0.44,41.91,0.013,12.63,0.46,30.86,0.0156,12.6,0.88,30.79,0.0214,12.66,0.57,32.89,0.013,12.65,0.49,32.15,0.013,91.5
189,12.66,0.82,28.74,0.0152,12.7,0.52,30.64,0.013,12.69,0.83,39.87,0.013,12.7,0.59,33.88,0.013,12.63,0.71,34.33,0.0171,12.52,0.86,29.94,0.013,12.58,0.83,31.77,0.013,91.5
190,12.62,0.66,34.41,0.013,12.66,0.41,31.97,0.0172,12.69,0.88,39.25,0.013,12.61,0.45,34.9,0.013,12.6,0.47,33.3,0.0193,12.7,0.54,27.52,0.017,12.57,0.52,27.6,0.013,91.5
191,12.68,0.49,31.17,0.013,12.61,0.38,31.11,0.013,12.65,0.62,38.58,0.013,12.65,0.83,29.88,0.0146,12.67,0.9,34.09,0.018,12.58,0.79,27.57,0.013,12.6,0.85,33.54,0.0226,91.5
192,12.7,0.38,30.84,0.013,12.7,0.38,27.06,0.013,12.69,0.44,41.25,0.0174,12.62,0.68,27.13,0.0189,12.58,0.87,31.02,0.013,12.7,0.38,32.06,0.0157,12.59,0.57,32.68,0.0186,91.5
193,12.7,0.48,35.01,0.013,12.62,0.57,32.24,0.013,12.6,0.88,39.28,0.0204,12.63,0.32,31.72,0.0193,12.67,0.44,27.87,0.0142,12.54,0.63,33.65,0.0133,12.61,0.77,27.99,0.013,91.5
194,12.64,0.9,29.95,0.0215,12.59,0.59,34.31,0.0161,12.7,0.51,40.09,0.013,12.7,0.85,31.84,0.013,12.64,0.77,34.15,0.0152,12.69,0.56,32.77,0.013,12.61,0.3,31.34,0.0175,91.5
195,12.7,0.66,33.89,0.013,12.7,0.48,31.18,0.013,12.66,0.77,41.31,0.013,12.6,0.48,28.9,0.013,12.62,0.63,31.07,0.0146,12.58,0.75,31.56,0.013,12.66,0.69,28.69,0.0241,91.5
196,12.7,0.62,33.83,0.013,12.7,0.7,28.32,0.0174,12.64,0.83,41.6,0.0177,12.7,0.47,27.98,0.0227,12.65,0.56,34.85,0.013,12.57,0.51,31.69,0.013,12.61,0.33,29.22,0.017,91.5
197,12.66,0.7,28.81,0.0136,12.67,0.32,30.77,0.0133,12.59,0.68,38.17,0.0196,12.6,0.86,30.31,0.0134,12.62,0.56,31.11,0.013,12.62,0.67,34.36,0.0141,12.62,0.87,33.25,0.0194,91.5
198,12.7,0.74,27.72,0.0181,12.7,0.71,26.96,0.013,12.7,0.81,38.79,0.013,12.59,0.79,28.88,0.013,12.7,0.54,28.18,0.0154,12.61,0.6,29.69,0.013,12.69,0.66,32.27,0.013,91.5
199,12.7,0.49,34.86,0.0192,12.7,0.3,32.86,0.013,12.7,0.43,39.93,0.0155,12.64,0.42,28.67,0.0168,12.57,0.5,31.18,0.013,12.52,0.31,27.76,0.0202,12.61,0.76,33.95,0.013,91.5
200,12.64,0.39,30.36,0.013,12.7,0.68,32.36,0.017,12.68,0.54,38.23,0.0142,12.6,0.41,32.75,0.013,12.67,0.54,29.45,0.0205,12.61,0.53,33.22,0.0143,12.68,0.68,32.46,0.017,91.5
201,12.7,0.62,26.98,0.0186,12.68,0.59,32.28,0.0196,12.6,0.67,39.22,0.013,12.69,0.78,28.68,0.0157,12.7,0.39,29.93,0.013,12.67,0.56,30.09,0.013,12.63,0.48,34.76,0.0143,91.5
202,12.7,0.61,30.94,0.0233,12.66,0.38,30.35,0.0168,12.66,0.54,39.48,0.013,12.69,0.64,26.92,0.0183,12.65,0.68,31.13,0.0163,12.7,0.3,34.37,0.013,12.68,0.5,30.41,0.0135,91.5
203,12.7,0.73,31.97,0.013,12.7,0.36,30.09,0.0179,12.66,0.4,38.54,0.013,12.61,0.42,29.81,0.0198,12.59,0.58,30.88,0.013,12.66,0.36,27.64,0.013,12.56,0.82,28.87,0.0143,91.5
204,12.7,0.76,33.25,0.013,12.7,0.44,29.04,0.0132,12.63,0.76,42.17,0.013,12.61,0.3,27.73,0.0159,12.7,0.55,31.3,0.013,12.64,0.52,31.6,0.019,12.57,0.57,27.87,0.013,91.5
205,12.63,0.52,34.63,0.013,12.62,0.67,34.39,0.013,12.69,0.53,38.7,0.013,12.69,0.52,31.9,0.013,12.54,0.9,30.77,0.0134,12.52,0.78,27.85,0.018,12.66,0.35,29.52,0.0134,91.5
206,12.65,0.45,34.44,0.0223,12.67,0.85,29.91,0.013,12.7,0.82,38.29,0.0134,12.65,0.37,28.54,0.013,12.64,0.9,29.9,0.0174,12.64,0.43,31.96,0.013,12.56,0.69,30.71,0.0186,91.5
207,12.7,0.85,34.55,0.013,12.68,0.83,31.52,0.0203,12.67,0.74,38.56,0.013,12.62,0.36,34.27,0.0197,12.61,0.36,30.58,0.013,12.61,0.8,33.52,0.0199,12.55,0.77,30.27,0.013,91.5
208,12.7,0.57,27.28,0.013,12.67,0.54,30.57,0.013,12.59,0.44,40.3,0.0153,12.64,0.75,30.0,0.013,12.7,0.5,28.64,0.0147,12.57,0.35,33.89,0.0137,12.62,0.3,27.15,0.0163,91.5
209,12.7,0.72,32.63,0.0169,12.65,0.85,32.23,0.0134,12.65,0.58,40.56,0.025,12.68,0.38,28.6,0.0162,12.6,0.75,30.99,0.0147,12.6,0.31,34.23,0.0135,12.69,0.43,27.6,0.013,91.5
210,12.7,0.71,28.9,0.013,12.62,0.87,34.84,0.0151,12.65,0.86,40.05,0.0157,12.69,0.38,32.11,0.0133,12.57,0.66,31.85,0.0132,12.61,0.49,31.15,0.0178,12.59,0.36,30.42,0.0195,91.5
211,12.7,0.64,28.51,0.013,12.67,0.79,31.66,0.013,12.65,0.73,42.18,0.0238,12.64,0.72,29.15,0.0141,12.59,0.5,27.22,0.013,12.6,0.61,32.5,0.013,12.62,0.42,32.77,0.0188,91.5
212,12.7,0.41,33.39,0.013,12.67,0.51,30.26,0.0197,12.7,0.8,39.79,0.0203,12.69,0.9,32.06,0.013,12.68,0.9,35.03,0.0204,12.63,0.43,34.46,0.0141,12.68,0.8,32.73,0.0155,91.5
213,12.7,0.74,30.36,0.025,12.66,0.72,31.82,0.015,12.66,0.89,39.33,0.013,12.66,0.81,29.66,0.0209,12.7,0.4,27.89,0.013,12.58,0.64,28.81,0.0143,12.59,0.46,28.63,0.0249,91.5
214,12.7,0.73,34.3,0.013,12.7,0.52,27.15,0.0142,12.7,0.7,40.06,0.0158,12.63,0.9,34.11,0.0154,12.61,0.73,29.97,0.0136,12.56,0.44,30.18,0.013,12.51,0.3,30.7,0.0132,91.5
215,12.68,0.67,27.22,0.013,12.62,0.47,34.22,0.0142,12.7,0.35,42.09,0.0176,12.68,0.84,32.38,0.0143,12.61,0.86,31.72,0.013,12.61,0.74,32.93,0.013,12.57,0.63,31.26,0.0169,91.5
216,12.7,0.51,33.45,0.013,12.7,0.77,28.34,0.0188,12.67,0.42,38.13,0.013,12.65,0.46,27.74,0.013,12.63,0.35,33.85,0.0244,12.58,0.56,28.11,0.013,12.68,0.59,31.44,0.0163,91.5
217,12.66,0.42,28.16,0.0149,12.6,0.88,31.3,0.013,12.67,0.35,38.09,0.013,12.61,0.71,29.06,0.0173,12.69,0.34,29.25,0.013,12.7,0.73,32.04,0.025,12.57,0.41,27.64,0.0152,91.5
218,12.69,0.3,28.44,0.0174,12.68,0.57,30.1,0.013,12.68,0.66,38.71,0.0187,12.7,0.44,31.48,0.0194,12.61,0.7,33.8,0.0164,12.61,0.48,32.28,0.013,12.59,0.48,32.29,0.013,91.5
219,12.68,0.55,30.82,0.013,12.57,0.44,33.79,0.0155,12.7,0.55,39.01,0.013,12.7,0.56,34.52,0.0182,12.66,0.63,27.06,0.0145,12.67,0.47,32.24,0.013,12.68,0.4,32.06,0.0204,91.5
220,12.7,0.47,30.17,0.0157,12.64,0.46,34.78,0.0162,12.7,0.63,38.29,0.0163,12.68,0.39,32.21,0.0148,12.61,0.5,27.92,0.013,12.6,0.3,29.03,0.0172,12.59,0.81,27.23,0.013,91.5
221,12.7,0.81,30.9,0.013,12.68,0.52,27.52,0.0159,12.68,0.88,38.07,0.0148,12.7,0.7,34.84,0.013,12.63,0.79,30.8,0.013,12.66,0.49,29.84,0.013,12.58,0.56,33.41,0.0152,91.5
222,12.61,0.8,34.53,0.013,12.61,0.67,28.68,0.013,12.7,0.74,41.07,0.0209,12.64,0.64,31.2,0.015,12.61,0.49,32.31,0.013,12.66,0.43,29.13,0.0157,12.63,0.83,30.56,0.013,91.5
223,12.7,0.74,32.26,0.0153,12.61,0.43,33.84,0.0131,12.7,0.3,41.54,0.0205,12.65,0.68,28.76,0.013,12.66,0.35,33.86,0.0152,12.64,0.75,34.28,0.013,12.53,0.76,28.61,0.013,91.5
224,12.62,0.59,29.32,0.0234,12.7,0.78,30.65,0.0135,12.7,0.9,38.04,0.013,12.63,0.74,27.75,0.013,12.62,0.32,27.49,0.0144,12.7,0.56,27.93,0.013,12.64,0.44,32.01,0.013,91.5
225,12.68,0.44,28.46,0.013,12.61,0.55,32.04,0.0166,12.7,0.47,38.59,0.013,12.7,0.39,34.9,0.0161,12.7,0.53,32.48,0.0233,12.65,0.89,27.6,0.0161,12.58,0.36,32.77,0.013,91.5
